label,video_url,signer_number,scraped_label,scraped_video_url,sign_variant,signer_number,video_url_root,video_url_ext,number_in_label
INVENTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/INVENTAR.mp4,1,INVENTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/INVENTAR.mp4,1,1,videos,mp4,False
INVERNO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/INVERNO.mp4,1,INVERNO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/INVERNO.mp4,1,1,videos,mp4,False
INVERTER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/INVERTER.mp4,1,INVERTER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/INVERTER.mp4,1,1,videos,mp4,False
IOGURTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IOGURTE.mp4,1,IOGURTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IOGURTE.mp4,1,1,videos,mp4,False
IPHONE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IPHONE.mp4,1,IPHONE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IPHONE.mp4,1,1,videos,mp4,False
IPOL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IPOL.mp4,1,IPOL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IPOL.mp4,1,1,videos,mp4,False
IR-EMBORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IR-EMBORA.mp4,1,IR-EMBORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IR-EMBORA.mp4,1,1,videos,mp4,False
IRÃ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IR%C3%83.mp4,1,IRÃ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IR%C3%83.mp4,1,1,videos,mp4,False
IRADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRADO.mp4,1,IRADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRADO.mp4,1,1,videos,mp4,False
IRADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRADO2.mp4,1,IRADO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRADO2.mp4,2,1,videos,mp4,True
IRAQUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRAQUE.mp4,1,IRAQUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRAQUE.mp4,1,1,videos,mp4,False
IRMÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRM%C3%83O.mp4,1,IRMÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRM%C3%83O.mp4,1,1,videos,mp4,False
IRMÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRM%C3%83O2.mp4,1,IRMÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IRM%C3%83O2.mp4,2,1,videos,mp4,True
ISRAEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ISRAEL.mp4,1,ISRAEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ISRAEL.mp4,1,1,videos,mp4,False
ITAIPULÂNDIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ITAIPUL%C3%82NDIA-PR.mp4,1,ITAIPULÂNDIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ITAIPUL%C3%82NDIA-PR.mp4,1,1,videos,mp4,False
ITAJAÍ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ITAJA%C3%8D-SC.mp4,1,ITAJAÍ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ITAJA%C3%8D-SC.mp4,1,1,videos,mp4,False
ITÁLIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IT%C3%81LIA.mp4,1,ITÁLIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IT%C3%81LIA.mp4,1,1,videos,mp4,False
ITÁLIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IT%C3%81LIA2.mp4,1,ITÁLIA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/IT%C3%81LIA2.mp4,2,1,videos,mp4,True
ITAPEMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ITAPEMA-SC.mp4,1,ITAPEMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ITAPEMA-SC.mp4,1,1,videos,mp4,False
ITAÚ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ITA%C3%9A.mp4,1,ITAÚ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ITA%C3%9A.mp4,1,1,videos,mp4,False
ICÔNICO,https://videos.nals.cce.ufsc.br/SignBank/Vídeos/ICÔNICO.mp4,2,ICÔNICO,https://levantelab.storage.googleapis.com/libras/gerais/2VU20L6b7fOdhMexPgncic5vQiXfUEF9oPAqhRDa.mp4,1,2,levantelab,mp4,False
IGNORANTE,https://objetos.sites.ufsc.br/libras/gerais/JDJeKoucbXaRGSp1naB0w0na9oGRoBNtKAAeN0Fr.mp4,1,IGNORANTE-2,https://objetos.sites.ufsc.br/libras/gerais/JDJeKoucbXaRGSp1naB0w0na9oGRoBNtKAAeN0Fr.mp4,2,1,objetos,mp4,True
INEXPLICÁVEL,https://objetos.sites.ufsc.br/libras/gerais/QSp1SpJwucXvVsi6TAt4PG3o8tq5UrfkQzapMpS6.mp4,1,INEXPLICÁVEL,https://objetos.sites.ufsc.br/libras/gerais/QSp1SpJwucXvVsi6TAt4PG3o8tq5UrfkQzapMpS6.mp4,1,1,objetos,mp4,False
IR,https://objetos.sites.ufsc.br/libras/gerais/rJgpCEHWA8GqTFfBXUR6dnRHCl4AlSsbnD8ZwvtU.mp4,1,IR,https://objetos.sites.ufsc.br/libras/gerais/rJgpCEHWA8GqTFfBXUR6dnRHCl4AlSsbnD8ZwvtU.mp4,1,1,objetos,mp4,False
IRMÃ,https://objetos.sites.ufsc.br/libras/gerais/cWIISKb9vm8zhHFaGIwNCJMFlY8nqXBOqNX9qTHf.mp4,1,IRMÃ,https://objetos.sites.ufsc.br/libras/gerais/cWIISKb9vm8zhHFaGIwNCJMFlY8nqXBOqNX9qTHf.mp4,1,1,objetos,mp4,False
IDIOTA,https://objetos.sites.ufsc.br/libras/gerais/EXUGeAnfORnh3z2SX4Z3YNMgAEr1ZVItXV4FtzxD.mp4,1,IDIOTA,https://objetos.sites.ufsc.br/libras/gerais/EXUGeAnfORnh3z2SX4Z3YNMgAEr1ZVItXV4FtzxD.mp4,1,1,objetos,mp4,False
JÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%81.mp4,1,JÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%81.mp4,1,1,videos,mp4,False
JÁ-ASL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%81-ASL.mp4,1,JÁ-ASL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%81-ASL.mp4,1,1,videos,mp4,False
JÁ-FOI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%81-FOI.mp4,1,JÁ-FOI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%81-FOI.mp4,1,1,videos,mp4,False
JÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%812.mp4,1,JÁ-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%812.mp4,2,1,videos,mp4,True
JÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%813.mp4,1,JÁ-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%813.mp4,3,1,videos,mp4,True
JÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%814.mp4,1,JÁ-4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%814.mp4,4,1,videos,mp4,True
JABUTICABA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JABUTICABA.mp4,1,JABUTICABA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JABUTICABA.mp4,1,1,videos,mp4,False
JACA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JACA.mp4,1,JACA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JACA.mp4,1,1,videos,mp4,False
JACARÉ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JACAR%C3%89.mp4,1,JACARÉ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JACAR%C3%89.mp4,1,1,videos,mp4,False
JAMAICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAMAICA.mp4,1,JAMAICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAMAICA.mp4,1,1,videos,mp4,False
JANEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JANEIRO.mp4,1,JANEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JANEIRO.mp4,1,1,videos,mp4,False
JANELA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JANELA.mp4,1,JANELA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JANELA.mp4,1,1,videos,mp4,False
JAPÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAP%C3%83O.mp4,1,JAPÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAP%C3%83O.mp4,1,1,videos,mp4,False
JAPÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAP%C3%83O2.mp4,1,JAPÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAP%C3%83O2.mp4,2,1,videos,mp4,True
JAVALI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAVALI.mp4,1,JAVALI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAVALI.mp4,1,1,videos,mp4,False
JAVALI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAVALI2.mp4,1,JAVALI-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAVALI2.mp4,2,1,videos,mp4,True
JAVALI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAVALI3.mp4,1,JAVALI-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JAVALI3.mp4,3,1,videos,mp4,True
JEJUM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JEJUM.mp4,1,JEJUM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JEJUM.mp4,1,1,videos,mp4,False
JESUS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JESUS.mp4,1,JESUS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JESUS.mp4,1,1,videos,mp4,False
JOÃO-PESSOA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JO%C3%83O-PESSOA-PB.mp4,1,JOÃO-PESSOA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JO%C3%83O-PESSOA-PB.mp4,1,1,videos,mp4,False
JOGAR-DADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOGAR-DADO.mp4,1,JOGAR-DADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOGAR-DADO.mp4,1,1,videos,mp4,False
JOGAR-DAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOGAR-DAMAS.mp4,1,JOGAR-DAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOGAR-DAMAS.mp4,1,1,videos,mp4,False
JOGOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOGOS.mp4,1,JOGOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOGOS.mp4,1,1,videos,mp4,False
JOGOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOGOS2.mp4,1,JOGOS-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOGOS2.mp4,2,1,videos,mp4,True
JOINVILLE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOINVILLE.mp4,1,JOINVILLE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOINVILLE.mp4,1,1,videos,mp4,False
JORNAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JORNAL.mp4,1,JORNAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JORNAL.mp4,1,1,videos,mp4,False
JORNAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JORNAL2.mp4,1,JORNAL-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JORNAL2.mp4,2,1,videos,mp4,True
JOVEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOVEM.mp4,1,JOVEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JOVEM.mp4,1,1,videos,mp4,False
JUDÔ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUD%C3%94.mp4,1,JUDÔ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUD%C3%94.mp4,1,1,videos,mp4,False
JULHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JULHO.mp4,1,JULHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JULHO.mp4,1,1,videos,mp4,False
JULHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JULHO2.mp4,1,JULHO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JULHO2.mp4,2,1,videos,mp4,True
JULHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JULHO3.mp4,1,JULHO-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JULHO3.mp4,3,1,videos,mp4,True
JUNHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUNHO.mp4,1,JUNHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUNHO.mp4,1,1,videos,mp4,False
JUNTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUNTO.mp4,1,JUNTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUNTO.mp4,1,1,videos,mp4,False
JÚPITER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%9APITER.mp4,1,JÚPITER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/J%C3%9APITER.mp4,1,1,videos,mp4,False
JUROS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUROS.mp4,1,JUROS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUROS.mp4,1,1,videos,mp4,False
JUSTIÇA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUSTI%C3%87A.mp4,1,JUSTIÇA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUSTI%C3%87A.mp4,1,1,videos,mp4,False
JUSTIFICAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUSTIFICAR.mp4,1,JUSTIFICAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/JUSTIFICAR.mp4,1,1,videos,mp4,False
KART,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/KART.mp4,1,KART,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/KART.mp4,1,1,videos,mp4,False
KENTUCKY,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/KENTUCKY.mp4,1,KENTUCKY,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/KENTUCKY.mp4,1,1,videos,mp4,False
KIWI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/KIWI.mp4,1,KIWI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/KIWI.mp4,1,1,videos,mp4,False
KOMBI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/KOMBI.mp4,1,KOMBI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/KOMBI.mp4,1,1,videos,mp4,False
LIMITE,https://objetos.sites.ufsc.br/libras/gerais/gi5WjK4Iznm4ADLcDKk2Ihm7SATkG18GsUblOJF9.mp4,1,LIMITE,https://objetos.sites.ufsc.br/libras/gerais/gi5WjK4Iznm4ADLcDKk2Ihm7SATkG18GsUblOJF9.mp4,1,1,objetos,mp4,False
LOUCO,https://objetos.sites.ufsc.br/libras/gerais/DWD9bfvTjSTQApIzMZFpYnVF7Qz9aDwafapESYqb.mp4,1,LOUCO,https://objetos.sites.ufsc.br/libras/gerais/DWD9bfvTjSTQApIzMZFpYnVF7Qz9aDwafapESYqb.mp4,1,1,objetos,mp4,False
L,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L1.mp4,1,L1,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L1.mp4,1,1,videos,mp4,True
L,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L2.mp4,1,L2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L2.mp4,2,1,videos,mp4,True
LÁBIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81BIO.mp4,1,LÁBIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81BIO.mp4,1,1,videos,mp4,False
LABIRINTITE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LABIRINTITE.mp4,1,LABIRINTITE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LABIRINTITE.mp4,1,1,videos,mp4,False
LADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LADO.mp4,1,LADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LADO.mp4,1,1,videos,mp4,False
LAGARTIXA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAGARTIXA.mp4,1,LAGARTIXA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAGARTIXA.mp4,1,1,videos,mp4,False
LAGES,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAGES-SC.mp4,1,LAGES,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAGES-SC.mp4,1,1,videos,mp4,False
LAGOA-DA-CONCEIÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAGOA-CONCEI%C3%87%C3%83O.mp4,1,LAGOA-DA-CONCEIÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAGOA-CONCEI%C3%87%C3%83O.mp4,1,1,videos,mp4,False
LÁGRIMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81GRIMA.mp4,1,LÁGRIMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81GRIMA.mp4,1,1,videos,mp4,False
LÁGRIMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81GRIMA2.mp4,1,LÁGRIMA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81GRIMA2.mp4,2,1,videos,mp4,True
LAGUNA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAGUNA-SC.mp4,1,LAGUNA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAGUNA-SC.mp4,1,1,videos,mp4,False
LANÇAMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAN%C3%87AMENTO.mp4,1,LANÇAMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAN%C3%87AMENTO.mp4,1,1,videos,mp4,False
LANCHONETE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LANCHONETE.mp4,1,LANCHONETE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LANCHONETE.mp4,1,1,videos,mp4,False
LANTERNA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LANTERNA.mp4,1,LANTERNA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LANTERNA.mp4,1,1,videos,mp4,False
LAOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAOS.mp4,1,LAOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAOS.mp4,1,1,videos,mp4,False
LÁPIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81PIS.mp4,1,LÁPIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81PIS.mp4,1,1,videos,mp4,False
LATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LATA.mp4,1,LATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LATA.mp4,1,1,videos,mp4,False
LATIM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LATIM.mp4,1,LATIM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LATIM.mp4,1,1,videos,mp4,False
LATIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LATIR.mp4,1,LATIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LATIR.mp4,1,1,videos,mp4,False
LAVAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR.mp4,1,LAVAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR.mp4,1,1,videos,mp4,False
LAVAR-MÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR-M%C3%83O.mp4,1,LAVAR-MÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR-M%C3%83O.mp4,1,1,videos,mp4,False
LAVAR-ROUPA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR-ROUPA.mp4,1,LAVAR-ROUPA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LAVAR-ROUPA.mp4,1,1,videos,mp4,False
LEÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LE%C3%83O.mp4,1,LEÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LE%C3%83O.mp4,1,1,videos,mp4,False
LEÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LE%C3%83O2.mp4,1,LEÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LE%C3%83O2.mp4,2,1,videos,mp4,True
LEGAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGAL.mp4,1,LEGAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGAL.mp4,1,1,videos,mp4,False
LEGENDA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGENDA.mp4,1,LEGENDA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGENDA.mp4,1,1,videos,mp4,False
LEGENDA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGENDA2.mp4,1,LEGENDA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEGENDA2.mp4,2,1,videos,mp4,True
LEI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEI.mp4,1,LEI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEI.mp4,1,1,videos,mp4,False
LEITE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEITE.mp4,1,LEITE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEITE.mp4,1,1,videos,mp4,False
LEMBRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEMBRAR.mp4,1,LEMBRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEMBRAR.mp4,1,1,videos,mp4,False
LEMBRAR-NÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEMBRAR-N%C3%83O.mp4,1,LEMBRAR-NÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEMBRAR-N%C3%83O.mp4,1,1,videos,mp4,False
LENÇOL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEN%C3%87OL.mp4,1,LENÇOL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LEN%C3%87OL.mp4,1,1,videos,mp4,False
LENTE-DE-CONTATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LENTE.mp4,1,LENTE-DE-CONTATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LENTE.mp4,1,1,videos,mp4,False
LER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LER.mp4,1,LER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LER.mp4,1,1,videos,mp4,False
LER-LABIAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LER-LABIAL.mp4,1,LER-LABIAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LER-LABIAL.mp4,1,1,videos,mp4,False
LÉSBICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%89SBICA.mp4,1,LÉSBICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%89SBICA.mp4,1,1,videos,mp4,False
LESTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LESTE.mp4,1,LESTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LESTE.mp4,1,1,videos,mp4,False
LETÔNIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LET%C3%94NIA.mp4,1,LETÔNIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LET%C3%94NIA.mp4,1,1,videos,mp4,False
LETRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRA.mp4,1,LETRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRA.mp4,1,1,videos,mp4,False
LETRAMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAMENTO.mp4,1,LETRAMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAMENTO.mp4,1,1,videos,mp4,False
LETRAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS.mp4,1,LETRAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LETRAS.mp4,1,1,videos,mp4,False
